50
42 27 -30
-42 -19 -4
-21 -27 30
46 24 -11
12 -17 15
-15 -34 -29
-22 29 -13
-9 -43 19
44 -22 -27
1 -48 -4
-18 13 29
40 29 44
45 13 -9
-16 -45 -7
-30 49 -40
29 -31 1
23 17 -36
-33 -14 2
-27 -42 -46
26 -14 42
3 -27 37
-11 6 -30
-35 -6 -12
-37 24 29
-27 32 18
50 -1 10
13 40 3
-43 18 -12
-15 -38 -28
-24 26 -18
15 21 -43
-47 -37 -15
50 38 44
-11 -31 -46
-29 -2 -15
-38 -7 -8
6 -27 18
-47 -26 1
-49 -48 47
-33 14 26
-34 -48 25
-22 33 32
1 -50 33
17 -38 16
38 15 -13
-46 23 5
-8 -33 -40
-47 -36 -29
-14 13 27
9 29 27
16 -26 12
-10 9 5
30 -36 49
18 46 40
-22 -38 -31
8 -17 49
19 -2 -29
25 -26 21
-36 49 48
29 32 -45
-47 -31 -3
-14 -9 -47
-28 -7 -18
-50 -16 46
-5 -20 38
-35 25 -42
-33 -34 41
-21 -3 30
-36 -50 26
37 -1 36
35 39 27
-4 42 50
-4 20 2
28 18 38
45 15 40
-4 49 -42
-38 24 41
10 11 -27
23 -30 -13
14 32 42
-6 -4 5
-46 22 49
44 -18 16
-15 2 -47
-4 -24 16
2 -31 21
-31 24 -26
-35 4 -2
18 37 -32
49 18 -16
31 16 -23
-5 -3 -23
14 16 36
-46 -33 45
-19 45 -27
-26 -39 -6
47 44 29
-2 38 -26
-45 -49 23
-49 -44 13
16 4 -9
48 42 -26
19 3 12
-1 -4 -24
40 23 4
30 4 -33
48 3 -22
9 -39 -40
-21 -46 -50
-36 -26 1
-14 20 6
-27 -17 -13
36 49 20
21 -40 -10
-48 20 21
50 23 -30
-16 -46 17
-10 30 5
44 -25 -13
48 -41 -17
28 -39 49
7 -10 14
-30 -48 -36
8 20 14
-17 -20 -48
9 15 26
25 29 -38
31 14 40
-35 42 32
-40 -41 39
1 -7 25
49 20 -4
28 44 48
28 -49 11
-11 29 10
-2 5 -16
-30 -23 -16
17 -15 -24
-34 10 -37
12 -29 5
30 -14 -46
35 -11 -8
-36 -13 -11
-34 5 35
40 -2 16
-41 8 -39
-28 49 -38
-23 2 -48
33 35 47
-28 2 -21
18 -2 7
33 -15 -19
5 22 -37
-44 38 -23
-10 -33 -36
-29 -44 -49
6 32 -50
-9 5 -21
34 -50 14
-41 -50 -1
24 -8 19
7 48 -49
5 -30 4
1 -9 -14
-6 -49 33
-5 -35 -27
-34 -25 -44
45 26 46
-20 10 13
-16 31 -10
-6 -18 -22
27 28 23
12 -11 -44
12 -50 -5
-36 -49 10
33 -3 -39
-3 -12 -10
44 -38 1
17 36 -1
-25 18 -46
35 5 -32
27 -33 26
41 -13 -20
-26 -31 -18
25 20 7
-17 50 11
42 -45 -50
-36 -39 -5
-23 13 -3
-22 -28 48
7 43 -15
47 4 32
49 -40 -46
-39 9 -42
-33 28 26
-35 -25 11
32 -26 24
21 -37 15
-45 29 9
35 -3 42
-29 18 35
-10 49 -40
9 -33 15
-23 -43 33
-47 13 -4
-49 -1 5
-46 -50 -21
-13 41 16
32 37 -7
15 47 19
-1 20 -9
29 -10 -1
26 -34 48
-34 33 18
-12 16 49
-35 19 -38
23 -31 -7
6 20 -33
$
