376
-1 -2 301
-1 -2 -301
-1 -3 301
-1 -3 -301
-1 -4 301
-1 -4 -301
-2 -3 301
-2 -3 -301
-2 -4 301
-2 -4 -301
-3 -4 301
-3 -4 -301
-5 -6 301
-5 -6 -301
-5 -7 301
-5 -7 -301
-5 -8 301
-5 -8 -301
-6 -7 301
-6 -7 -301
-6 -8 301
-6 -8 -301
-7 -8 301
-7 -8 -301
-9 -10 301
-9 -10 -301
-9 -11 301
-9 -11 -301
-9 -12 301
-9 -12 -301
-10 -11 301
-10 -11 -301
-10 -12 301
-10 -12 -301
-11 -12 301
-11 -12 -301
-13 -14 301
-13 -14 -301
-13 -15 301
-13 -15 -301
-13 -16 301
-13 -16 -301
-14 -15 301
-14 -15 -301
-14 -16 301
-14 -16 -301
-15 -16 301
-15 -16 -301
-17 -18 301
-17 -18 -301
-17 -19 301
-17 -19 -301
-17 -20 301
-17 -20 -301
-18 -19 301
-18 -19 -301
-18 -20 301
-18 -20 -301
-19 -20 301
-19 -20 -301
-21 -22 301
-21 -22 -301
-21 -23 301
-21 -23 -301
-21 -24 301
-21 -24 -301
-22 -23 301
-22 -23 -301
-22 -24 301
-22 -24 -301
-23 -24 301
-23 -24 -301
-25 -26 301
-25 -26 -301
-25 -27 301
-25 -27 -301
-25 -28 301
-25 -28 -301
-26 -27 301
-26 -27 -301
-26 -28 301
-26 -28 -301
-27 -28 301
-27 -28 -301
-29 -30 301
-29 -30 -301
-29 -31 301
-29 -31 -301
-29 -32 301
-29 -32 -301
-30 -31 301
-30 -31 -301
-30 -32 301
-30 -32 -301
-31 -32 301
-31 -32 -301
-33 -34 301
-33 -34 -301
-33 -35 301
-33 -35 -301
-33 -36 301
-33 -36 -301
-34 -35 301
-34 -35 -301
-34 -36 301
-34 -36 -301
-35 -36 301
-35 -36 -301
-37 -38 301
-37 -38 -301
-37 -39 301
-37 -39 -301
-37 -40 301
-37 -40 -301
-38 -39 301
-38 -39 -301
-38 -40 301
-38 -40 -301
-39 -40 301
-39 -40 -301
-41 -42 301
-41 -42 -301
-41 -43 301
-41 -43 -301
-41 -44 301
-41 -44 -301
-42 -43 301
-42 -43 -301
-42 -44 301
-42 -44 -301
-43 -44 301
-43 -44 -301
-45 -46 301
-45 -46 -301
-45 -47 301
-45 -47 -301
-45 -48 301
-45 -48 -301
-46 -47 301
-46 -47 -301
-46 -48 301
-46 -48 -301
-47 -48 301
-47 -48 -301
-49 -50 301
-49 -50 -301
-49 -51 301
-49 -51 -301
-49 -52 301
-49 -52 -301
-50 -51 301
-50 -51 -301
-50 -52 301
-50 -52 -301
-51 -52 301
-51 -52 -301
-53 -54 301
-53 -54 -301
-53 -55 301
-53 -55 -301
-53 -56 301
-53 -56 -301
-54 -55 301
-54 -55 -301
-54 -56 301
-54 -56 -301
-55 -56 301
-55 -56 -301
-57 -58 301
-57 -58 -301
-57 -59 301
-57 -59 -301
-57 -60 301
-57 -60 -301
-58 -59 301
-58 -59 -301
-58 -60 301
-58 -60 -301
-59 -60 301
-59 -60 -301
-61 -62 301
-61 -62 -301
-61 -63 301
-61 -63 -301
-61 -64 301
-61 -64 -301
-62 -63 301
-62 -63 -301
-62 -64 301
-62 -64 -301
-63 -64 301
-63 -64 -301
-65 -66 301
-65 -66 -301
-65 -67 301
-65 -67 -301
-65 -68 301
-65 -68 -301
-66 -67 301
-66 -67 -301
-66 -68 301
-66 -68 -301
-67 -68 301
-67 -68 -301
-69 -70 301
-69 -70 -301
-69 -71 301
-69 -71 -301
-69 -72 301
-69 -72 -301
-70 -71 301
-70 -71 -301
-70 -72 301
-70 -72 -301
-71 -72 301
-71 -72 -301
-73 -74 301
-73 -74 -301
-73 -75 301
-73 -75 -301
-73 -76 301
-73 -76 -301
-74 -75 301
-74 -75 -301
-74 -76 301
-74 -76 -301
-75 -76 301
-75 -76 -301
-77 -78 301
-77 -78 -301
-77 -79 301
-77 -79 -301
-77 -80 301
-77 -80 -301
-78 -79 301
-78 -79 -301
-78 -80 301
-78 -80 -301
-79 -80 301
-79 -80 -301
-81 -82 301
-81 -82 -301
-81 -83 301
-81 -83 -301
-81 -84 301
-81 -84 -301
-82 -83 301
-82 -83 -301
-82 -84 301
