41
-1 -2 33
-1 -2 -33
-1 -3 33
-1 -3 -33
-1 -4 33
-1 -4 -33
-2 -3 33
-2 -3 -33
-2 -4 33
-2 -4 -33
-3 -4 33
-3 -4 -33
-5 -6 33
-5 -6 -33
-5 -7 33
-5 -7 -33
-5 -8 33
-5 -8 -33
-6 -7 33
-6 -7 -33
-6 -8 33
-6 -8 -33
-7 -8 33
-7 -8 -33
-9 -10 33
-9 -10 -33
-9 -11 33
-9 -11 -33
-9 -12 33
-9 -12 -33
-10 -11 33
-10 -11 -33
-10 -12 33
-10 -12 -33
-11 -12 33
-11 -12 -33
-13 -14 33
-13 -14 -33
-13 -15 33
-13 -15 -33
-13 -16 33
-13 -16 -33
-14 -15 33
-14 -15 -33
-14 -16 33
-14 -16 -33
-15 -16 33
-15 -16 -33
-17 -18 33
-17 -18 -33
-17 -19 33
-17 -19 -33
-17 -20 33
-17 -20 -33
-18 -19 33
-18 -19 -33
-18 -20 33
-18 -20 -33
-19 -20 33
-19 -20 -33
-21 -22 33
-21 -22 -33
-21 -23 33
-21 -23 -33
-21 -24 33
-21 -24 -33
-22 -23 33
-22 -23 -33
-22 -24 33
-22 -24 -33
-23 -24 33
-23 -24 -33
-25 -26 33
-25 -26 -33
-25 -27 33
-25 -27 -33
-25 -28 33
-25 -28 -33
-26 -27 33
-26 -27 -33
-26 -28 33
-26 -28 -33
-27 -28 33
-27 -28 -33
-29 -30 33
-29 -30 -33
-29 -31 33
-29 -31 -33
-29 -32 33
-29 -32 -33
-30 -31 33
-30 -31 -33
-30 -32 33
-30 -32 -33
-31 -32 33
-31 -32 -33
1 2 34
3 4 -34
5 6 35
7 8 -35
9 10 36
11 12 -36
13 14 37
15 16 -37
17 18 38
19 20 -38
21 22 39
23 24 -39
25 26 40
27 28 -40
29 30 41
31 32 -41
-1 -5 33
-1 -5 -33
-2 -6 33
-2 -6 -33
-3 -7 33
-3 -7 -33
-4 -8 33
-4 -8 -33
-1 -9 33
-1 -9 -33
-2 -10 33
-2 -10 -33
-3 -11 33
-3 -11 -33
-4 -12 33
-4 -12 -33
-5 -9 33
-5 -9 -33
-6 -10 33
-6 -10 -33
-7 -11 33
-7 -11 -33
-8 -12 33
-8 -12 -33
-5 -13 33
-5 -13 -33
-6 -14 33
-6 -14 -33
-7 -15 33
-7 -15 -33
-8 -16 33
-8 -16 -33
-5 -21 33
-5 -21 -33
-6 -22 33
-6 -22 -33
-7 -23 33
-7 -23 -33
-8 -24 33
-8 -24 -33
-9 -13 33
-9 -13 -33
-10 -14 33
-10 -14 -33
-11 -15 33
-11 -15 -33
-12 -16 33
-12 -16 -33
-9 -25 33
-9 -25 -33
-10 -26 33
-10 -26 -33
-11 -27 33
-11 -27 -33
-12 -28 33
-12 -28 -33
-17 -21 33
-17 -21 -33
-18 -22 33
-18 -22 -33
-19 -23 33
-19 -23 -33
-20 -24 33
-20 -24 -33
-17 -25 33
-17 -25 -33
-18 -26 33
-18 -26 -33
-19 -27 33
-19 -27 -33
-20 -28 33
-20 -28 -33
-17 -29 33
-17 -29 -33
-18 -30 33
-18 -30 -33
-19 -31 33
-19 -31 -33
-20 -32 33
-20 -32 -33
-21 -29 33
-21 -29 -33
-22 -30 33
-22 -30 -33
-23 -31 33
-23 -31 -33
-24 -32 33
-24 -32 -33
-25 -29 33
-25 -29 -33
-26 -30 33
-26 -30 -33
-27 -31 33
-27 -31 -33
-28 -32 33
-28 -32 -33
$
