36
-1 -2 29
-1 -2 -29
-1 -3 29
-1 -3 -29
-1 -4 29
-1 -4 -29
-2 -3 29
-2 -3 -29
-2 -4 29
-2 -4 -29
-3 -4 29
-3 -4 -29
-5 -6 29
-5 -6 -29
-5 -7 29
-5 -7 -29
-5 -8 29
-5 -8 -29
-6 -7 29
-6 -7 -29
-6 -8 29
-6 -8 -29
-7 -8 29
-7 -8 -29
-9 -10 29
-9 -10 -29
-9 -11 29
-9 -11 -29
-9 -12 29
-9 -12 -29
-10 -11 29
-10 -11 -29
-10 -12 29
-10 -12 -29
-11 -12 29
-11 -12 -29
-13 -14 29
-13 -14 -29
-13 -15 29
-13 -15 -29
-13 -16 29
-13 -16 -29
-14 -15 29
-14 -15 -29
-14 -16 29
-14 -16 -29
-15 -16 29
-15 -16 -29
-17 -18 29
-17 -18 -29
-17 -19 29
-17 -19 -29
-17 -20 29
-17 -20 -29
-18 -19 29
-18 -19 -29
-18 -20 29
-18 -20 -29
-19 -20 29
-19 -20 -29
-21 -22 29
-21 -22 -29
-21 -23 29
-21 -23 -29
-21 -24 29
-21 -24 -29
-22 -23 29
-22 -23 -29
-22 -24 29
-22 -24 -29
-23 -24 29
-23 -24 -29
-25 -26 29
-25 -26 -29
-25 -27 29
-25 -27 -29
-25 -28 29
-25 -28 -29
-26 -27 29
-26 -27 -29
-26 -28 29
-26 -28 -29
-27 -28 29
-27 -28 -29
1 2 30
3 4 -30
5 6 31
7 8 -31
9 10 32
11 12 -32
13 14 33
15 16 -33
17 18 34
19 20 -34
21 22 35
23 24 -35
25 26 36
27 28 -36
-1 -5 29
-1 -5 -29
-2 -6 29
-2 -6 -29
-3 -7 29
-3 -7 -29
-4 -8 29
-4 -8 -29
-1 -9 29
-1 -9 -29
-2 -10 29
-2 -10 -29
-3 -11 29
-3 -11 -29
-4 -12 29
-4 -12 -29
-1 -13 29
-1 -13 -29
-2 -14 29
-2 -14 -29
-3 -15 29
-3 -15 -29
-4 -16 29
-4 -16 -29
-5 -9 29
-5 -9 -29
-6 -10 29
-6 -10 -29
-7 -11 29
-7 -11 -29
-8 -12 29
-8 -12 -29
-5 -17 29
-5 -17 -29
-6 -18 29
-6 -18 -29
-7 -19 29
-7 -19 -29
-8 -20 29
-8 -20 -29
-13 -21 29
-13 -21 -29
-14 -22 29
-14 -22 -29
-15 -23 29
-15 -23 -29
-16 -24 29
-16 -24 -29
-13 -25 29
-13 -25 -29
-14 -26 29
-14 -26 -29
-15 -27 29
-15 -27 -29
-16 -28 29
-16 -28 -29
-17 -21 29
-17 -21 -29
-18 -22 29
-18 -22 -29
-19 -23 29
-19 -23 -29
-20 -24 29
-20 -24 -29
-17 -25 29
-17 -25 -29
-18 -26 29
-18 -26 -29
-19 -27 29
-19 -27 -29
-20 -28 29
-20 -28 -29
-21 -25 29
-21 -25 -29
-22 -26 29
-22 -26 -29
-23 -27 29
-23 -27 -29
-24 -28 29
-24 -28 -29
$
