75
1 11 1
1 14 1
1 36 1
1 38 1
1 40 1
1 41 1
2 7 1
2 8 1
2 23 1
2 56 1
2 66 1
3 12 1
3 44 1
3 55 1
3 56 1
3 66 1
3 68 1
4 6 1
4 7 1
4 34 1
4 62 1
4 70 1
5 10 1
5 19 1
5 29 1
5 48 1
5 58 1
5 64 1
5 67 1
6 4 1
6 23 1
6 29 1
6 52 1
6 53 1
6 63 1
7 2 1
7 4 1
7 28 1
7 34 1
7 35 1
7 57 1
7 59 1
7 66 1
8 2 1
8 35 1
8 46 1
8 55 1
8 65 1
8 71 1
8 74 1
9 27 1
9 29 1
9 31 1
9 32 1
9 48 1
9 50 1
9 75 1
10 5 1
10 19 1
10 27 1
10 28 1
10 30 1
10 40 1
10 49 1
10 60 1
11 1 1
11 20 1
11 54 1
11 58 1
11 66 1
11 72 1
11 73 1
12 3 1
12 21 1
12 43 1
12 68 1
13 15 1
13 20 1
13 31 1
13 37 1
13 44 1
13 46 1
13 47 1
13 50 1
14 1 1
14 18 1
14 19 1
14 26 1
14 58 1
15 13 1
15 21 1
15 26 1
16 17 1
16 36 1
16 38 1
16 43 1
16 50 1
17 16 1
17 22 1
18 14 1
18 19 1
18 20 1
18 28 1
18 50 1
18 58 1
18 74 1
19 5 1
19 10 1
19 14 1
19 18 1
19 42 1
20 11 1
20 13 1
20 18 1
20 73 1
21 12 1
21 15 1
21 36 1
21 72 1
22 17 1
22 26 1
22 37 1
22 45 1
22 65 1
23 2 1
23 6 1
23 27 1
23 30 1
23 36 1
23 67 1
24 31 1
24 37 1
24 42 1
24 74 1
25 28 1
25 34 1
25 35 1
25 39 1
25 47 1
25 60 1
26 14 1
26 15 1
26 22 1
26 31 1
26 50 1
26 65 1
26 71 1
27 9 1
27 10 1
27 23 1
27 32 1
27 33 1
27 35 1
27 63 1
27 64 1
28 7 1
28 10 1
28 18 1
28 25 1
28 57 1
28 64 1
29 5 1
29 6 1
29 9 1
29 68 1
30 10 1
30 23 1
30 36 1
30 45 1
30 50 1
30 60 1
30 70 1
31 9 1
31 13 1
31 24 1
31 26 1
31 44 1
31 72 1
32 9 1
32 27 1
32 40 1
32 46 1
32 47 1
32 48 1
32 51 1
32 55 1
32 63 1
33 27 1
33 49 1
33 61 1
33 70 1
33 72 1
33 74 1
34 4 1
34 7 1
34 25 1
34 37 1
34 39 1
34 44 1
34 61 1
34 67 1
35 7 1
35 8 1
35 25 1
35 27 1
35 42 1
35 46 1
35 52 1
35 57 1
35 68 1
36 1 1
36 16 1
36 21 1
36 23 1
36 30 1
36 45 1
36 47 1
36 62 1
37 13 1
37 22 1
37 24 1
37 34 1
37 45 1
37 49 1
38 1 1
38 16 1
38 55 1
38 66 1
38 75 1
39 25 1
39 34 1
39 58 1
39 60 1
39 66 1
39 68 1
39 73 1
40 1 1
40 10 1
40 32 1
40 55 1
40 63 1
40 64 1
40 73 1
41 1 1
41 45 1
41 49 1
41 54 1
42 19 1
42 24 1
42 35 1
42 46 1
42 55 1
42 64 1
42 69 1
43 12 1
43 16 1
43 51 1
44 3 1
44 13 1
44 31 1
44 34 1
44 49 1
44 50 1
44 60 1
44 68 1
45 22 1
45 30 1
45 36 1
45 37 1
45 41 1
45 63 1
45 66 1
45 67 1
45 68 1
46 8 1
46 13 1
